Probe Name,Final Loss
obs,1715.9671630859375
cnn1,906.8488159179688
cnn2,556.2249145507812
cnn3,64.38343811035156
linear,11.85164737701416
policy_net,80.12992858886719
value_net,6.9954681396484375
action,7.048009395599365
value,11.459527969360352
